Success,Time,Execution Time(s),RAND,AUTN
False,11:56:01.284462,0.12031102180480957,DFD3E8004ACFACD828586BB632BF0064,9A146A5B52B98000E6BF8EEC6B865910
False,11:56:01.405392,0.12282085418701172,25CD49D7677CDD0476F1CBA83BB63E1C,13F3F928AAC8800075D89DE9669C5153
False,11:56:01.528737,0.12364912033081055,321C1E694C78A8B369BE5FD02A3BCED0,32FBA69CD9768000B3662BC03152055A
False,11:56:01.652798,0.12503600120544434,F541297308E5FF4941C4C3EAE8DCD294,C5354C27EDA38000A1E8AB4BE618653A
False,11:56:01.778335,0.20505213737487793,F88E838BE948BAA7CF5AB5B8A1F8A461,A72AF3A236468000602AE1C888DA9A12
False,11:56:01.983892,0.2009110450744629,9E740FBFF78EE546F1C4EF932F2B302F,195BD5A04546800043E476398D9732A2
False,11:56:02.185316,0.12392902374267578,6467E80D32E93D2E3F92410D38DB06E2,921C2DDE5480800081B9B2BBD320BBAD
False,11:56:02.309752,0.12775397300720215,5EF87B848249535EEE87E437A7336A92,5F2C3FD6FBEF8000098A2A278A311C4A
False,11:56:02.438009,0.20185589790344238,F2125E3225314CA76174C846331ECE73,FBD7CDB883ED8000C4047D1088AB7009
False,11:56:02.640384,0.19918608665466309,AEDF20FEF81BE2CF64EA2D7CFE7570D5,1CD9E43DB6F580002A0C1C763D49FCED
False,11:56:02.840068,0.12183904647827148,1E8ACB78D49B746E260B4C6B312254A8,755F1AAFFD3580004251B8F90009C8F8
False,11:56:02.962417,0.20291686058044434,40AE7EE00FC6D341C1995CF3A8E27BB7,5E3E3CBD05E380009830A29F015BCE78
False,11:56:03.165860,0.20807981491088867,E52C21AEECAC5D57D6724DD1E081A1F9,C4AFED1F1177800038B1D22E0AA8F2FD
False,11:56:03.374452,0.12586188316345215,E14070443505AAA28C8A1378E3A8CDC8,2F22427A235E80004036E4A15FB0BD06
False,11:56:03.500816,0.1218109130859375,6EA4E338D2DCB667132A9DF1D656CBF6,7F9B2BDB33A780003F75DA68AAE8B533
False,11:56:03.623154,0.12792181968688965,83BC1D85500739C84A878E5C29DC7AC8,746CC428BED18000AB737EF9349D868A
False,11:56:03.751633,0.20285487174987793,A9ABCEE1E7902C42FE5C3B155CAE79C5,47DD062239C08000BBF6BB761453D83E
False,11:56:03.955013,0.13182497024536133,45F453F755E8DDD084AF8744A1226D22,E7C09967C7E98000E4DC6AC6AAB00139
False,11:56:04.087411,0.12770915031433105,29D8308C7FF93C99C5D14F84161ACD20,5461D597B0278000DA452AA7795BCA61
False,11:56:04.215670,0.20299482345581055,1959B315E627AF170F7C3C69C53FAFA9,9258BB031676800087FB3FA7033DB34B
False,11:56:04.419167,0.19903898239135742,C8431248E876B56B2B313DBC0371E001,795F082236F58000467BF8104C9D1C05
False,11:56:04.618814,0.12154316902160645,D183A825B0286BCDC80B8030052D06CE,596DA5E607928000A7F1E832CABFD1FF
False,11:56:04.740812,0.12701892852783203,822D06F91EF9918DE6383D1D9B76EC10,6A79CDE8C5D78000CE9EBCF1BE629689
False,11:56:04.868334,0.20902299880981445,710B1037D5DFB39BB2F598758D7C123F,0F8560C0F51980006B6709A138A73E80
False,11:56:05.077863,0.12564301490783691,3F06C74070C4DC6C66809A52D9CF33FA,C0F8B517BC1E80005EF36694AA365554
False,11:56:05.204238,0.12858295440673828,BEAD5CA9A103B3C12F9E88220BE25B28,C487E2A006858000962F80747B5F4713
False,11:56:05.333229,0.12306594848632812,17FBD1BE92915C99EF8B8B3FBF69E528,E0B266FAF0A6800039A9293AB07E2EF0
False,11:56:05.456794,0.12687110900878906,54BBD1A3DC5A34037CDA3517ED2E6D86,79633E4200BE800031E3FD13C566DD8B
False,11:56:05.584168,0.12665200233459473,4C2311B02A686D24CBEDD038DAA6E408,B32A12BA9F568000A940C0B5ABD90080
False,11:56:05.711420,0.21014690399169922,472E33778BCD69BD20120E6D4D7DB6F3,F00D0E34F60180003205A1641FFCD3D2
False,11:56:05.922169,0.2039189338684082,4D1E79C5C3E40F4B148E3B879E9DF8E3,830597FEE3358000B2669A589D5AE74F
False,11:56:06.126689,0.21496200561523438,A0C5D4F8133AC9193B4683E4F00E54F3,04C1FA59685E8000638464FDE690FB54
False,11:56:06.342182,0.12176084518432617,A4CF521D1FD2C43CA664D4475AAF473A,7F838E72375D8000C3BAD543D555671F
False,11:56:06.464453,0.20306992530822754,B97BE92157CC16B681ECCC7FC3C9F4FF,6DCFD7F00992800049AE1B71A6316ECC
